brand,model_name,box_shape,platform_width,shank_strength,vamp_length,wing_height,heel_height,available_sizes,available_widths,material_composition,intended_foot_shape,price_range,availability,notes,technology_type,freed_makers,data_sources,assumptions
Gaynor Minden,Lyra Sleek - Box 3+ ExtraFlex,Medium,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3+ Feather,Medium,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3+ Hard,Medium,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3+ Pianissimo,Medium,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3+ Supple,Medium,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 4 ExtraFlex,Medium-Square,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 4 Feather,Medium-Square,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 4 Hard,Medium-Square,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 4 Pianissimo,Medium-Square,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 4 Supple,Medium-Square,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 5 ExtraFlex,Square-Wide,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 5 Feather,Square-Wide,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 5 Hard,Square-Wide,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 5 Pianissimo,Square-Wide,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 5 Supple,Square-Wide,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 2 ExtraFlex,Narrow-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Egyptian,$115.00-170,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 2 Feather,Narrow-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Egyptian,$115.00-171,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 2 Hard,Narrow-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Egyptian,$115.00-172,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 2 Pianissimo,Narrow-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Egyptian,$115.00-173,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 2 Supple,Narrow-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Egyptian,$115.00-174,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3 ExtraFlex,Medium-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Egyptian, Greek",$115.00-175,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3 Feather,Medium-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Egyptian, Greek",$115.00-176,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Merlet,Cloe,Narrow-Tapered,Narrow,Soft,Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9","N, M, W","Satin upper, Leather sole, Paste box",Egyptian,$112–129,Available,"Smallest/tightest Merlet. For junior/intermediate, very narrow feet.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/cloe,Fitter/brand guidance; extreme taper.
Gaynor Minden,Protégée - Box 3 Pianissimo,Medium-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Egyptian, Greek",$115.00-178,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3 Supple,Medium-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Egyptian, Greek",$115.00-179,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3+ ExtraFlex,Medium,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Greek,$115.00-180,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3+ Feather,Medium,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Greek,$115.00-181,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3+ Hard,Medium,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Greek,$115.00-182,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3+ Pianissimo,Medium,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Greek,$115.00-183,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3+ Supple,Medium,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole",Greek,$115.00-184,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 4 ExtraFlex,Medium-Square,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Greek, Square/Roman",$115.00-185,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 4 Feather,Medium-Square,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Greek, Square/Roman",$115.00-186,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 4 Hard,Medium-Square,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Greek, Square/Roman",$115.00-187,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 4 Pianissimo,Medium-Square,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Greek, Square/Roman",$115.00-188,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 4 Supple,Medium-Square,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Greek, Square/Roman",$115.00-189,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 5 ExtraFlex,Square-Wide,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Square/Roman, Square/Roman",$115.00-190,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 5 Feather,Square-Wide,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Square/Roman, Square/Roman",$115.00-191,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 5 Hard,Square-Wide,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Square/Roman, Square/Roman",$115.00-192,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 5 Pianissimo,Square-Wide,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Square/Roman, Square/Roman",$115.00-193,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 5 Supple,Square-Wide,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Square/Roman, Square/Roman",$115.00-194,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Grishko/Nikolay,2007,Tapered,Medium,"Medium, Hard, Soft",Medium,High,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Egyptian, Greek",$30–49 (clearance),Discontinued,"Most popular Grishko, moderate taper, versatile last",Enhanced Traditional,N/A,"https://nikolay-world.com/2007, https://www.dancewearsolutions.com/grishko-2007",Official/fitter notes match mid-taper to Egyptian/Greek.
Grishko/Nikolay,3007,Tapered,Medium,"Medium, Hard, Soft",Medium,High,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Improved formulation","Egyptian, Greek",$98–128,Available,"Updated version of 2007, softer box, quiet platform",Enhanced Traditional,N/A,"https://nikolay-world.com/3007, https://dancewearcorner.com/products/nikolay-3007",Box/foot shape as for 2007.
Grishko/Nikolay,Alice,Narrow-Tapered,Narrow,"Soft, Medium",Short,Low,Low,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Paste box",Egyptian,$34–58 (rare clearance),Discontinued,"Steeply tapered, softest box for youth or narrow feet",Enhanced Traditional,N/A,"https://grishkoshop.com/en/products/51, https://nikolay-world.com/alice",Descriptions confirm for narrow/Egyptian shapes.
Grishko/Nikolay,DreamPointe (Allure),Medium-Tapered,Medium,"Medium, Hard",Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, SmartPaste box, Urethane shank","Egyptian, Greek, Square/Roman",$124–138,Available,"Super lightweight, pliable/flexible, multi-fit, high durability",Advanced Synthetic,N/A,"https://nikolay-world.com/dreampointe, https://www.balletbox.com/blogs/brands/nikolay-allure","""Allure"" = DreamPointe 2007 fit, for all foot shapes per marketing."
